,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,MEAN_PTS_H,MEAN_FG_PCT_H,MEAN_FT_PCT_H,MEAN_FG3_PCT_H,MEAN_AST_H,MEAN_REB_H,MEAN_TOV_H,OPP_TEAM_ABBREVIATION,OPP_TEAM_WINS,OPP_TEAM_LOSSES,OPP_PTS,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,MEAN_PTS_A,MEAN_FG_PCT_A,MEAN_FT_PCT_A,MEAN_FG3_PCT_A,MEAN_AST_A,MEAN_REB_A,MEAN_TOV_A,W/L 1/0,LAST_2_MH,LAST_3_MH,LAST_5_MH,LAST_2_MA,LAST_3_MA,LAST_5_MA
75,6466,2019-11-02,OKC,2,4,115,33,32,29,21,45.6,78.3,40.5,20,44,12,1,99.75,22.0,29.5,28.0,20.25,43.575,69.85000000000001,38.55,18.0,49.0,17.75,101.33333333333333,45.23333333333333,70.56666666666666,39.06666666666666,19.0,49.333333333333336,19.333333333333332,NOP,1,5,104,121.2,30.0,29.4,29.4,31.4,46.779999999999994,74.42,38.440000000000005,30.6,44.2,16.0,122.5,44.1,83.1,39.1,28.5,47.5,18.0,1,,,,,,
76,6467,2019-11-02,DET,3,4,113,33,13,32,35,45.1,79.3,29.6,21,41,8,1,107.5,28.666666666666668,28.5,24.5,25.833333333333332,48.03333333333334,77.81666666666666,39.416666666666664,23.0,42.666666666666664,18.333333333333332,102.33333333333333,46.93333333333334,79.73333333333333,41.1,20.333333333333332,40.666666666666664,18.666666666666668,BKN,2,4,109,120.6,27.6,32.6,32.2,23.4,46.4,67.85999999999999,42.46,23.0,51.2,19.6,133.0,43.6,81.1,33.3,28.0,53.0,17.0,1,,,,,,
77,6468,2019-11-02,ORL,2,4,87,26,19,18,24,43.0,63.6,20.7,22,47,15,1,94.8,25.0,21.8,24.4,23.6,39.2,74.64,29.360000000000003,21.2,46.2,12.4,93.33333333333333,40.800000000000004,65.86666666666667,33.300000000000004,23.0,46.0,12.0,DEN,4,2,91,106.0,24.2,26.4,24.8,28.0,42.67999999999999,81.86,34.239999999999995,22.4,45.8,13.4,105.33333333333333,42.333333333333336,86.5,36.96666666666667,22.333333333333332,44.666666666666664,14.333333333333334,0,1.0,,,1.0,,
78,6469,2019-11-03,WAS,1,4,109,34,22,16,37,38.9,85.2,34.3,21,39,17,1,119.25,28.25,31.0,29.0,31.0,48.025,79.175,39.075,27.0,43.75,15.75,158.0,62.6,82.8,55.6,31.0,40.0,19.0,MIN,4,1,131,114.75,30.75,25.25,30.5,25.25,43.075,75.9,29.824999999999996,22.25,46.0,16.25,114.33333333333333,43.13333333333333,75.93333333333334,30.133333333333336,21.666666666666668,46.0,16.333333333333332,0,,,,1.0,,
79,6470,2019-11-03,MEM,1,4,105,24,23,22,36,48.8,63.2,32.1,26,46,20,1,107.0,32.0,24.5,24.5,22.5,41.324999999999996,78.1,28.275,24.75,47.75,18.75,118.0,45.0,75.0,38.45,28.5,52.5,15.0,PHX,4,2,114,115.4,27.2,25.8,27.8,32.2,45.3,82.98,36.260000000000005,28.8,46.4,15.8,114.0,42.65,91.30000000000001,35.150000000000006,29.0,49.5,16.5,0,,,,,,
80,6471,2019-11-03,MIL,4,2,115,36,30,29,20,46.1,80.0,34.2,30,51,11,1,120.0,30.2,29.6,25.4,33.8,47.82000000000001,64.6,35.660000000000004,25.4,50.6,13.8,127.5,47.900000000000006,71.9,38.1,25.5,48.5,15.0,TOR,4,2,105,114.6,28.0,25.6,33.0,25.4,46.52,87.52000000000001,38.88,24.2,49.6,18.2,107.0,46.849999999999994,88.4,42.85,24.5,52.5,22.5,1,,,,,,
81,6472,2019-11-03,GSW,1,5,87,30,25,16,16,44.2,76.9,32.1,23,40,18,1,113.6,23.6,29.2,29.4,31.4,42.260000000000005,86.52000000000001,33.18,26.0,44.8,14.8,114.0,43.23333333333333,90.16666666666667,36.900000000000006,25.333333333333332,41.333333333333336,14.0,CHA,3,3,93,108.0,31.0,28.2,25.6,23.2,46.36,73.05999999999999,41.64,25.4,42.4,18.6,105.0,45.56666666666666,78.03333333333333,38.166666666666664,24.333333333333332,43.0,18.333333333333332,0,0.0,,,1.0,,
82,6473,2019-11-03,POR,3,3,128,32,36,34,26,57.7,76.0,55.9,21,36,18,1,111.0,26.8,26.4,27.2,30.6,45.1,84.43999999999998,29.540000000000003,16.6,48.0,16.0,100.0,41.4,91.3,25.0,13.0,48.0,20.0,PHI,5,0,129,111.5,27.75,29.25,26.5,28.0,45.125,74.375,31.275000000000002,25.0,51.25,20.0,111.0,45.15,73.35,32.5,26.0,43.5,21.5,0,,,,,,
83,6474,2019-11-03,IND,3,3,108,24,31,31,22,47.1,74.1,30.8,28,49,16,1,104.6,25.4,26.2,26.2,26.8,43.980000000000004,84.05999999999999,32.64,23.6,43.0,12.0,106.0,43.35,86.9,28.3,23.0,46.5,13.5,CHI,2,5,95,106.66666666666667,27.5,23.166666666666668,30.0,26.0,41.51666666666667,77.78333333333333,30.983333333333334,22.333333333333332,41.833333333333336,11.666666666666666,111.0,43.849999999999994,80.1,30.049999999999997,21.75,41.0,9.5,1,,,,2.0,,
84,6475,2019-11-03,MIA,5,1,129,46,25,28,30,52.8,77.3,43.9,38,46,15,1,115.6,27.0,28.0,29.4,29.2,46.959999999999994,70.34,39.339999999999996,24.8,47.2,19.4,116.0,46.150000000000006,78.94999999999999,40.4,18.5,50.0,23.5,HOU,3,3,100,125.6,29.8,33.0,31.0,31.8,44.1,81.9,30.5,25.6,45.2,14.4,137.5,47.4,80.15,33.8,27.5,42.0,12.5,1,,,,,,
85,6476,2019-11-03,NYK,1,6,92,23,18,23,28,40.0,64.5,25.8,18,38,13,1,100.83333333333333,20.833333333333332,27.333333333333332,27.833333333333332,24.833333333333332,41.98333333333334,67.5,36.26666666666666,19.333333333333332,48.5,17.666666666666668,100.0,40.3,69.5,28.45,17.0,59.0,21.0,SAC,2,5,113,99.16666666666667,28.333333333333332,26.166666666666668,21.0,23.666666666666668,42.13333333333333,73.51666666666667,32.050000000000004,19.333333333333332,41.0,17.166666666666668,88.0,38.05,73.9,30.7,16.5,39.0,21.5,0,,,,,,
86,6477,2019-11-04,SAS,4,2,96,25,18,29,24,39.8,82.8,24.0,23,47,17,1,116.2,24.8,29.0,32.0,30.4,47.480000000000004,78.28,34.239999999999995,22.8,51.0,15.6,119.0,48.366666666666674,79.33333333333333,33.6,25.333333333333332,51.333333333333336,16.0,LAL,5,1,103,111.2,25.2,26.2,30.6,26.0,46.239999999999995,78.0,32.14,23.6,45.0,14.0,110.5,46.25,73.80000000000001,33.75,22.0,41.0,12.5,0,2.0,,,,,
87,6478,2019-11-04,CLE,2,4,111,28,25,33,25,40.6,68.2,37.5,24,41,9,1,103.8,26.4,22.6,26.2,28.6,44.379999999999995,75.22,33.78,21.4,47.8,15.6,113.5,51.3,73.05,38.6,24.0,45.5,17.5,DAL,4,2,131,113.8,28.6,36.0,25.2,22.6,44.379999999999995,72.16,33.12,23.8,48.8,14.2,116.0,48.599999999999994,65.69999999999999,35.05,26.0,45.5,9.5,0,,,,,,
88,6479,2019-11-04,LAC,5,2,105,16,23,26,40,39.1,76.5,21.9,15,54,9,1,114.16666666666667,25.666666666666668,31.0,29.666666666666668,27.833333333333332,49.85,79.14999999999999,36.083333333333336,22.5,42.0,15.666666666666666,108.66666666666667,47.666666666666664,78.46666666666667,30.36666666666667,21.0,45.333333333333336,15.333333333333334,UTA,4,3,94,101.0,25.666666666666668,24.0,26.333333333333332,25.0,47.18333333333333,74.75,37.166666666666664,20.333333333333332,42.166666666666664,18.0,94.33333333333333,42.43333333333334,83.8,34.53333333333333,18.666666666666668,41.666666666666664,20.666666666666668,1,,,,1.0,,
89,6480,2019-11-05,WAS,2,4,115,31,32,30,22,46.2,84.0,27.6,27,41,11,1,117.2,29.4,29.2,26.4,32.2,46.2,80.38,38.120000000000005,25.8,42.8,16.0,133.5,50.75,84.0,44.95,26.0,39.5,18.0,DET,3,5,99,108.28571428571429,29.285714285714285,26.285714285714285,25.571428571428573,27.142857142857142,47.61428571428572,78.02857142857142,38.01428571428572,22.714285714285715,42.42857142857143,16.857142857142858,112.66666666666667,49.13333333333333,75.89999999999999,37.733333333333334,25.666666666666668,44.666666666666664,18.0,1,,,,2.0,,
90,6481,2019-11-05,BKN,3,4,135,33,34,37,31,53.3,75.0,39.0,32,45,23,1,118.66666666666667,27.333333333333332,31.833333333333332,29.833333333333332,25.666666666666668,46.36666666666667,69.3,40.583333333333336,23.166666666666668,50.666666666666664,18.666666666666668,117.5,47.1,64.55000000000001,44.75,21.75,50.75,20.25,NOP,1,6,125,118.33333333333333,29.333333333333332,30.166666666666668,28.833333333333332,29.166666666666668,46.083333333333336,71.86666666666667,37.76666666666667,29.666666666666668,46.166666666666664,16.0,116.33333333333333,43.6,75.1,37.53333333333333,27.333333333333332,50.333333333333336,17.333333333333332,1,1.0,2.0,,2.0,,
91,6482,2019-11-05,MEM,1,5,100,28,32,16,24,42.6,81.0,12.0,19,51,14,1,106.6,30.4,24.2,24.0,25.2,42.81999999999999,75.11999999999999,29.04,25.0,47.4,19.0,113.66666666666667,46.26666666666667,71.06666666666666,36.333333333333336,27.666666666666668,50.333333333333336,16.666666666666668,HOU,4,3,107,121.33333333333333,27.166666666666668,32.833333333333336,30.0,31.333333333333332,43.28333333333333,81.14999999999999,30.28333333333333,24.5,44.0,15.666666666666666,125.0,44.666666666666664,79.23333333333333,32.266666666666666,24.666666666666668,40.666666666666664,15.666666666666666,0,,,,2.0,,
92,6483,2019-11-05,MIN,4,2,106,27,30,25,24,35.9,86.4,30.2,20,47,15,1,118.0,33.0,25.8,31.6,25.2,45.32000000000001,74.84,32.58,24.4,46.2,17.2,116.0,42.9,75.8,28.9,24.0,46.0,16.0,MIL,5,2,134,119.16666666666667,31.166666666666668,29.666666666666668,26.0,31.5,47.53333333333334,67.16666666666667,35.416666666666664,26.166666666666668,50.666666666666664,13.333333333333334,115.0,47.76666666666667,59.73333333333333,34.03333333333334,25.333333333333332,52.0,13.0,0,,,,1.0,,
93,6484,2019-11-05,PHX,5,2,114,29,26,26,33,53.2,77.8,39.3,24,40,19,1,115.16666666666667,27.833333333333332,23.833333333333332,29.333333333333332,32.166666666666664,46.083333333333336,81.65,37.083333333333336,28.333333333333332,44.0,16.0,116.33333333333333,47.06666666666666,77.43333333333332,37.0,28.666666666666668,44.333333333333336,15.333333333333334,PHI,5,1,109,115.0,27.6,29.4,28.2,29.8,46.2,76.16,31.68,27.2,50.2,18.2,117.0,46.93333333333334,76.66666666666667,32.766666666666666,29.333333333333332,44.333333333333336,18.0,1,1.0,,,0.0,,
94,6485,2019-11-05,GSW,2,5,127,34,26,27,40,48.8,91.7,38.5,28,47,10,1,109.16666666666667,24.666666666666668,28.5,27.166666666666668,28.833333333333332,42.583333333333336,84.91666666666667,33.0,25.5,44.0,15.333333333333334,107.25,43.474999999999994,86.85,35.7,24.75,41.0,15.0,POR,3,4,118,113.83333333333333,27.666666666666668,28.0,28.333333333333332,29.833333333333332,47.199999999999996,83.03333333333332,33.93333333333334,17.333333333333332,46.0,16.333333333333332,113.75,46.025000000000006,82.725,30.674999999999997,17.5,48.0,15.0,1,0.0,0.0,,1.0,1.0,
95,6486,2019-11-06,CHA,4,3,122,20,37,21,35,47.7,66.7,32.3,22,37,13,1,105.5,30.0,27.666666666666668,24.333333333333332,23.5,45.699999999999996,72.48333333333333,37.56666666666666,24.166666666666668,43.333333333333336,17.5,112.5,47.55,65.6,46.849999999999994,27.0,41.5,19.0,IND,3,4,120,105.16666666666667,25.166666666666668,27.0,27.0,26.0,44.5,82.39999999999999,32.333333333333336,24.333333333333332,44.0,12.666666666666666,103.66666666666667,44.4,82.16666666666667,35.53333333333334,24.0,40.666666666666664,11.0,1,,,,1.0,,
96,6487,2019-11-06,CLE,2,5,113,24,28,31,30,42.1,90.9,39.4,22,43,9,1,105.0,26.666666666666668,23.0,27.333333333333332,28.0,43.75,74.05,34.4,21.833333333333332,46.666666666666664,14.5,112.66666666666667,47.73333333333333,71.43333333333334,38.233333333333334,24.0,44.0,14.666666666666666,BOS,5,1,119,108.6,22.0,25.0,29.2,32.4,41.92,78.44000000000001,34.32,21.8,46.2,10.8,105.5,40.95,62.15,31.75,21.0,43.0,11.0,0,1.0,,,,,
97,6488,2019-11-06,ATL,3,3,108,22,22,26,38,47.8,68.8,36.7,22,48,18,1,103.4,30.6,23.8,24.8,24.2,45.68,68.74,29.52,24.0,44.4,17.6,101.0,45.0,63.76666666666667,27.96666666666667,21.666666666666668,49.0,18.333333333333332,SAS,4,3,100,112.83333333333333,24.833333333333332,27.166666666666668,31.5,29.333333333333332,46.20000000000001,79.03333333333333,32.53333333333333,22.833333333333332,50.333333333333336,15.833333333333334,112.0,46.15,76.7,35.2,19.0,50.5,15.0,1,0.0,,,,,
98,6489,2019-11-06,CHI,2,6,112,29,36,28,19,50.6,52.2,43.8,22,42,16,1,105.0,26.142857142857142,23.285714285714285,30.285714285714285,25.285714285714285,41.714285714285715,74.67142857142858,30.985714285714288,23.0,41.857142857142854,12.571428571428571,98.0,36.849999999999994,73.15,32.85,23.5,43.5,16.0,LAL,6,1,118,109.83333333333333,25.333333333333332,26.833333333333332,29.0,26.0,46.583333333333336,76.39999999999999,30.95,23.166666666666668,45.166666666666664,14.666666666666666,108.0,46.93333333333334,72.00000000000001,30.833333333333332,21.666666666666668,42.666666666666664,14.333333333333334,0,,,,0.0,,
99,6490,2019-11-06,OKC,3,4,102,31,27,23,21,43.0,80.0,36.4,21,38,9,1,102.8,24.2,30.0,28.2,20.4,43.980000000000004,71.54,38.94,18.4,48.0,16.6,104.75,45.324999999999996,72.5,39.425,19.25,48.0,17.5,ORL,2,5,94,93.5,25.166666666666668,21.333333333333332,23.333333333333332,23.666666666666668,39.833333333333336,72.8,27.916666666666668,21.333333333333332,46.333333333333336,12.833333333333334,97.0,36.8,87.8,23.450000000000003,18.5,46.5,13.0,1,1.0,,,,,
100,6491,2019-11-06,DEN,5,2,109,29,29,31,20,52.3,62.5,39.1,35,47,19,1,103.5,23.0,25.833333333333332,25.5,27.0,41.73333333333333,80.18333333333334,33.88333333333333,21.166666666666668,45.0,13.333333333333334,107.0,43.2,74.9,30.15,22.5,47.5,12.0,MIA,5,2,89,117.83333333333333,30.166666666666668,27.5,29.166666666666668,29.333333333333332,47.93333333333333,71.5,40.1,27.0,47.0,18.666666666666668,115.33333333333333,47.5,64.60000000000001,38.63333333333333,29.0,45.333333333333336,16.666666666666668,1,,,,,,
101,6492,2019-11-07,DET,4,5,122,33,31,32,26,55.7,79.2,50.0,37,43,16,1,107.125,29.375,26.875,24.5,26.375,46.85000000000001,78.06249999999999,39.275000000000006,22.5,42.375,17.125,105.0,46.475,79.625,38.225,20.5,40.75,16.0,NYK,1,7,102,99.57142857142857,21.142857142857142,26.0,27.142857142857142,25.285714285714285,41.7,67.07142857142857,34.771428571428565,19.142857142857142,47.0,17.0,101.25,42.825,66.5,40.175,20.5,43.25,16.0,1,2.0,,,2.0,3.0,
102,6493,2019-11-07,IND,4,4,121,26,44,24,27,46.8,80.8,40.0,35,48,13,1,107.28571428571429,26.571428571428573,27.285714285714285,27.142857142857142,25.285714285714285,45.9,82.87142857142858,33.42857142857143,24.714285714285715,43.857142857142854,13.428571428571429,106.66666666666667,44.6,82.63333333333334,29.133333333333336,24.666666666666668,47.333333333333336,14.333333333333334,WAS,2,5,106,116.83333333333333,29.666666666666668,29.666666666666668,27.0,30.5,46.199999999999996,80.98333333333333,36.36666666666667,26.0,42.5,15.166666666666666,106.33333333333333,43.166666666666664,77.96666666666667,33.56666666666667,25.666666666666668,45.0,14.666666666666666,1,2.0,,,,,
103,6494,2019-11-07,ATL,3,4,93,19,22,24,28,40.5,77.1,20.0,18,41,24,1,104.16666666666667,29.166666666666668,23.5,25.0,26.5,46.03333333333333,68.75,30.71666666666667,23.666666666666668,45.0,17.666666666666668,102.75,45.7,65.025,30.150000000000002,21.75,48.75,18.25,CHI,3,6,113,105.875,26.5,24.875,30.0,24.5,42.825,71.86250000000001,32.5875,22.875,41.875,13.0,107.8,43.66,75.28,30.24,22.8,41.2,11.2,0,1.0,1.0,,2.0,3.0,
104,6495,2019-11-07,TOR,5,2,124,36,30,29,29,55.1,82.8,48.3,28,37,14,1,113.0,26.166666666666668,26.833333333333332,34.166666666666664,23.666666666666668,45.51666666666667,87.60000000000001,39.35,24.166666666666668,48.333333333333336,17.333333333333332,119.66666666666667,46.29999999999999,86.93333333333334,36.233333333333334,24.0,47.666666666666664,15.333333333333334,SAC,2,6,120,101.14285714285714,28.857142857142858,26.571428571428573,22.142857142857142,23.571428571428573,43.0,72.15714285714286,32.971428571428575,20.142857142857142,42.285714285714285,16.714285714285715,96.33333333333333,41.43333333333333,70.60000000000001,33.300000000000004,19.333333333333332,42.666666666666664,19.0,1,2.0,,,1.0,,
105,6496,2019-11-07,HOU,5,3,129,30,33,35,31,49.5,63.2,46.7,31,50,12,1,119.28571428571429,28.0,32.285714285714285,28.857142857142858,30.142857142857142,42.471428571428575,79.41428571428571,30.814285714285713,23.857142857142858,45.0,16.0,117.66666666666667,41.9,83.06666666666666,28.299999999999997,24.333333333333332,47.333333333333336,15.666666666666666,GSW,2,6,112,111.71428571428571,26.0,28.142857142857142,27.142857142857142,30.428571428571427,43.471428571428575,85.88571428571429,33.785714285714285,25.857142857142858,44.42857142857143,14.571428571428571,113.0,40.8,81.05,27.6,27.0,50.0,16.0,1,,,,,,
106,6497,2019-11-07,MEM,2,5,137,37,35,29,36,56.8,83.3,52.2,34,49,17,1,105.5,30.0,25.5,22.666666666666668,25.0,42.78333333333333,76.1,26.2,24.0,48.0,18.166666666666668,110.25,45.35,73.55,30.25,25.5,50.5,16.0,MIN,4,3,121,116.0,32.0,26.5,30.5,25.0,43.75,76.76666666666667,32.18333333333333,23.666666666666668,46.333333333333336,16.833333333333332,118.5,45.925,74.6,33.5,24.5,46.25,17.5,1,0.0,,,1.0,1.0,
107,6498,2019-11-07,DAL,5,2,107,25,29,32,21,42.9,80.0,35.5,20,43,17,1,116.66666666666667,29.0,34.5,26.333333333333332,25.666666666666668,45.849999999999994,74.23333333333333,35.73333333333333,25.5,49.166666666666664,14.0,112.33333333333333,41.56666666666667,76.46666666666667,31.833333333333332,22.333333333333332,51.0,17.333333333333332,ORL,2,6,106,93.57142857142857,25.285714285714285,22.142857142857142,23.714285714285715,22.428571428571427,39.714285714285715,74.84285714285714,25.87142857142857,20.428571428571427,47.285714285714285,13.0,96.0,37.53333333333333,87.56666666666666,20.166666666666668,17.333333333333332,48.666666666666664,13.333333333333334,1,0.0,,,2.0,,
108,6499,2019-11-07,UTA,5,3,106,26,32,26,22,46.1,66.7,36.4,21,50,13,1,100.0,24.857142857142858,23.571428571428573,26.571428571428573,25.0,46.11428571428571,74.21428571428571,36.471428571428575,19.714285714285715,41.42857142857143,17.428571428571427,107.66666666666667,51.93333333333334,65.7,39.8,22.0,42.666666666666664,15.333333333333334,PHI,5,2,104,114.0,28.166666666666668,29.5,27.0,29.333333333333332,46.36666666666667,73.46666666666667,33.86666666666667,26.166666666666668,48.166666666666664,18.5,115.0,47.0,72.5,35.775,27.25,42.75,18.5,1,2.0,,,1.0,1.0,
109,6500,2019-11-07,LAC,5,3,124,30,29,30,35,41.8,80.6,41.9,21,54,19,1,112.85714285714286,24.285714285714285,29.857142857142858,29.142857142857142,29.571428571428573,48.314285714285724,78.77142857142857,34.05714285714286,21.428571428571427,43.714285714285715,14.714285714285714,107.75,45.525,77.975,28.25,19.5,47.5,13.75,MIL,6,2,129,121.28571428571429,31.142857142857142,30.142857142857142,27.714285714285715,31.571428571428573,48.42857142857144,67.1,35.48571428571429,25.857142857142858,51.57142857142857,13.857142857142858,119.75,49.275000000000006,61.474999999999994,34.5,25.0,53.25,14.0,0,2.0,,,0.0,1.0,
110,6501,2019-11-08,CHA,4,4,87,20,23,24,20,38.4,71.4,19.4,21,49,20,1,107.85714285714286,28.571428571428573,29.0,23.857142857142858,25.142857142857142,45.98571428571428,71.65714285714286,36.81428571428571,23.857142857142858,42.42857142857143,16.857142857142858,115.66666666666667,47.6,65.96666666666665,41.99999999999999,25.333333333333332,40.0,17.0,BOS,6,1,108,110.33333333333333,23.666666666666668,25.666666666666668,29.0,32.0,44.35,77.58333333333334,35.266666666666666,22.166666666666668,46.0,11.333333333333334,110.0,46.13333333333333,65.86666666666666,34.5,22.0,43.666666666666664,12.0,0,1.0,,,,,
111,6502,2019-11-08,SAS,5,3,121,33,23,36,29,54.3,90.9,45.0,32,47,13,1,111.0,24.285714285714285,26.714285714285715,31.714285714285715,28.285714285714285,45.57142857142858,77.68571428571428,31.342857142857138,22.142857142857142,49.0,15.714285714285714,113.25,46.22500000000001,80.2,31.2,24.75,50.25,16.25,OKC,3,5,112,102.66666666666667,25.333333333333332,29.5,27.333333333333332,20.5,43.81666666666666,72.95,38.516666666666666,18.833333333333332,46.333333333333336,15.333333333333334,95.0,38.6,67.7,37.0,15.0,48.0,13.0,1,1.0,2.0,,,,
112,6503,2019-11-08,PHX,5,3,108,30,27,29,22,44.0,74.2,34.4,22,40,14,1,115.0,28.0,24.142857142857142,28.857142857142858,32.285714285714285,47.1,81.10000000000001,37.4,27.714285714285715,43.42857142857143,16.428571428571427,115.75,48.599999999999994,77.52499999999999,37.575,27.5,43.25,16.25,MIA,6,2,124,113.71428571428571,29.857142857142858,26.428571428571427,28.0,28.0,46.28571428571428,70.42857142857143,38.800000000000004,26.428571428571427,46.57142857142857,17.857142857142858,108.75,44.725,64.45,36.724999999999994,27.5,45.0,15.75,0,1.0,2.0,,1.0,,
113,6504,2019-11-08,LAC,6,3,107,26,21,23,37,43.8,83.3,17.4,20,57,17,1,114.25,25.0,29.75,29.25,30.25,47.50000000000001,79.0,35.0375,21.375,45.0,15.25,111.0,44.779999999999994,78.5,30.98,19.8,48.8,14.8,POR,3,5,101,114.42857142857143,28.285714285714285,28.428571428571427,27.142857142857142,30.571428571428573,46.857142857142854,82.39999999999999,33.728571428571435,17.142857142857142,45.714285714285715,14.857142857142858,114.6,45.78000000000001,81.9,31.04,17.2,47.2,13.2,1,1.0,2.0,,1.0,2.0,
114,6505,2019-11-09,IND,5,4,112,27,30,28,27,51.8,88.0,26.7,23,44,12,1,109.0,26.5,29.375,26.75,25.5,46.0125,82.6125,34.25,26.0,44.375,13.375,110.25,45.150000000000006,82.175,31.85,27.25,47.5,14.0,DET,4,6,106,108.77777777777777,29.77777777777778,27.333333333333332,25.333333333333332,26.333333333333332,47.83333333333334,78.18888888888888,40.46666666666667,24.11111111111111,42.44444444444444,17.0,109.25,47.225,76.5,40.325,24.5,44.0,18.25,1,2.0,3.0,,2.0,3.0,
115,6506,2019-11-09,ORL,3,6,118,27,24,33,34,47.3,85.2,25.0,24,57,9,1,95.125,25.625,22.875,23.625,23.0,40.85,75.3125,25.7625,21.0,46.875,13.625,91.75,41.35,65.30000000000001,30.150000000000002,22.75,46.25,12.75,MEM,2,6,86,110.0,31.0,26.857142857142858,23.571428571428573,26.571428571428573,44.785714285714285,77.12857142857142,29.91428571428571,25.428571428571427,48.142857142857146,18.0,96.0,37.650000000000006,81.2,18.1,21.0,43.0,22.5,1,0.0,1.0,,,,
116,6507,2019-11-09,WAS,2,6,100,26,26,32,16,46.9,50.0,22.6,26,47,18,1,115.28571428571429,29.142857142857142,30.571428571428573,25.714285714285715,29.857142857142858,45.15714285714285,83.7,35.81428571428572,25.714285714285715,43.285714285714285,15.285714285714286,127.33333333333333,49.23333333333333,84.0,39.166666666666664,26.333333333333332,40.0,15.666666666666666,CLE,3,5,113,106.14285714285714,26.285714285714285,23.714285714285715,27.857142857142858,28.285714285714285,43.51428571428572,76.45714285714287,35.114285714285714,21.857142857142858,46.142857142857146,13.714285714285714,97.33333333333333,39.766666666666666,76.66666666666667,30.566666666666663,19.666666666666668,49.333333333333336,14.333333333333334,0,1.0,,,2.0,,
117,6508,2019-11-09,ATL,3,5,109,24,23,36,26,52.9,57.1,32.1,23,34,12,1,102.57142857142857,27.714285714285715,23.285714285714285,24.857142857142858,26.714285714285715,45.24285714285714,69.94285714285715,29.185714285714287,22.857142857142858,44.42857142857143,18.571428571428573,100.8,44.660000000000004,67.44000000000001,28.120000000000005,21.0,47.2,19.4,SAC,3,6,121,103.5,28.125,27.625,23.125,24.625,43.15,72.66250000000001,34.5375,20.5,42.375,16.375,102.25,42.125,72.0,36.35,20.25,42.75,17.75,0,1.0,1.0,,1.0,2.0,
118,6509,2019-11-09,MIN,5,3,125,29,31,20,30,43.2,69.0,25.0,20,59,17,1,116.71428571428571,31.142857142857142,28.142857142857142,30.714285714285715,25.0,43.9,76.24285714285715,32.671428571428564,24.428571428571427,44.857142857142854,16.0,111.0,39.4,81.1,29.549999999999997,22.0,46.5,15.5,GSW,2,7,119,111.75,26.375,27.5,27.625,30.25,42.987500000000004,85.41250000000001,34.4875,25.375,45.25,14.0,112.66666666666667,40.4,81.39999999999999,31.53333333333333,25.333333333333332,50.333333333333336,14.0,1,,,,1.0,,
119,6510,2019-11-09,NOP,1,7,104,30,23,22,29,40.4,66.7,24.4,21,53,18,1,119.28571428571429,29.0,29.142857142857142,31.571428571428573,28.857142857142858,46.57142857142857,72.4857142857143,38.17142857142858,28.0,45.142857142857146,16.714285714285715,120.33333333333333,48.56666666666666,68.63333333333333,38.0,32.0,42.0,14.666666666666666,TOR,6,2,122,114.57142857142857,27.571428571428573,27.285714285714285,33.42857142857143,24.428571428571427,46.88571428571429,86.91428571428571,40.62857142857143,24.714285714285715,46.714285714285715,16.857142857142858,106.33333333333333,44.73333333333333,88.26666666666667,42.46666666666667,24.333333333333332,49.0,19.333333333333332,0,1.0,,,,,
120,6511,2019-11-09,DAL,5,3,102,28,29,23,22,41.1,82.4,31.8,18,47,13,1,115.28571428571429,28.428571428571427,33.714285714285715,27.142857142857142,25.0,45.42857142857142,75.05714285714285,35.699999999999996,24.714285714285715,48.285714285714285,14.428571428571429,111.0,41.9,77.35,32.75,21.75,49.0,17.25,NYK,2,7,106,99.875,21.625,27.0,27.0,24.25,42.587500000000006,66.425,35.925,19.75,44.875,16.5,101.4,44.02,65.58,40.94,21.2,40.6,15.4,0,1.0,1.0,,2.0,3.0,
